Ahmadnagar,Ahmednagar,Akola,19.53333333,74.03333333,Akole,2015,473.2,10,4.225,Black,5,649,,347.175,0,2239.975,0
Ahmadnagar,Ahmednagar,Akola,19.525,73.925,Rajur,2015,473.2,11,2.95,Black,5,649,,343.35,0,2236.15,0
Ahmadnagar,Bhingar,Jamkhed,18.73333333,75.31666667,Jamkhed,2015,473.2,9,6.6875,Black,5,650,,355.0625,0,2247.8625,0
Ahmadnagar,Deolali Pravara,Karjat,18.64444444,74.89666667,Bhitkewadi,2015,473.2,13,6.345,Black,5,515,,286.535,0,2179.335,0
Ahmadnagar,Deolali Pravara,Karjat,18.51666667,74.98333333,Kolwadi,2015,473.2,7,8.065,Black,5,515,,291.695,0,2184.495,0
Ahmadnagar,Deolali Pravara,Karjat,18.71666667,75.03333333,Mirajgaon2,2015,473.2,3,9.5075,Black,5,515,,296.0225,0,2188.8225,0
Ahmadnagar,Deolali Pravara,Karjat,18.63333333,75.1,Pategaon,2015,473.2,12,3.5025,Black,5,515,,278.0075,0,2170.8075,0
Ahmadnagar,Deolali Pravara,Karjat,18.43333333,74.93333333,Rassin,2015,473.2,13,11.065,Black,5,515,,300.695,0,2193.495,0
Ahmadnagar,Deolali Pravara,Karjat,18.63333333,74.88333333,Walvad,2015,473.2,7,7.0325,Black,5,515,,288.5975,0,2181.3975,0
Ahmadnagar,Ghulewadi,Kopargaon,19.89444444,74.35694444,Kolpewadi,2015,473.2,4,5.8125,Black,5,509,,281.9375,0,2174.7375,0
Ahmadnagar,Ghulewadi,Kopargaon,19.88472222,74.475,Kopergaon-1,2015,473.2,4,14.5425,Black,5,509,,308.1275,0,2200.9275,0
Ahmadnagar,Ghulewadi,Kopargaon,19.95,74.28333333,Manjur,2015,473.2,10,13.3975,Black,5,509,,304.6925,0,2197.4925,0
Ahmadnagar,Ghulewadi,Rahata,19.71666667,74.48333333,Rahata,2015,473.2,8,6.875,Black,5,509,,285.125,0,2177.925,0
Ahmadnagar,Jamkhed,Nagar,19.025,74.71805556,Arangaon-2,2015,473.2,3,8.875,Black,5,596,,334.625,0,2227.425,0
Ahmadnagar,Jamkhed,Nagar,19,74.63333333,Chas,2015,473.2,5,5.8875,Black,5,596,,325.6625,0,2218.4625,0
Ahmadnagar,Jamkhed,Nagar,19.00138889,74.91666667,Chinchandi Patil,2015,473.2,12,6.825,Black,5,596,,328.475,0,2221.275,0
Ahmadnagar,Jamkhed,Nagar,18.96388889,74.80833333,Dahegaon,2015,473.2,6,4.7425,Black,5,596,,322.2275,0,2215.0275,0
Ahmadnagar,Jamkhed,Nagar,18.9625,74.80694444,Dahigaon,2015,473.2,11,8.85,Black,5,596,,334.55,0,2227.35,0
Ahmadnagar,Jamkhed,Nagar,19.23333333,74.66666667,Dehre,2015,473.2,11,15.4,Black,5,596,,354.2,0,2247,0
Ahmadnagar,Jamkhed,Nagar,19.10555556,74.63055556,Jakhangaon,2015,473.2,6,10.42,Black,5,596,,339.26,0,2232.06,0
Ahmadnagar,Jamkhed,Nagar,19.2125,74.80555556,Jeur,2015,473.2,11,2.4025,Black,5,596,,315.2075,0,2208.0075,0
Ahmadnagar,Jamkhed,Nagar,19.13472222,74.92638889,Karanji-2,2015,473.2,6,9.595,Black,5,596,,336.785,0,2229.585,0
Ahmadnagar,Jamkhed,Nagar,19.03333333,74.83333333,Takle-Kazi,2015,473.2,10,12,Black,5,596,,344,0,2236.8,0
Ahmadnagar,Kopargaon,Nevasa,19.53194444,74.85416667,Gonegaon,2015,473.2,6,5.15,Black,5,515,,282.95,0,2175.75,0
Ahmadnagar,Kopargaon,Nevasa,19.55416667,74.98194444,Khadka,2015,473.2,3,10.1,Black,5,515,,297.8,0,2190.6,0
Ahmadnagar,Kopargaon,Nevasa,19.43333333,75.06666667,Kokona,2015,473.2,4,8.355,Black,5,515,,292.565,0,2185.365,0
Ahmadnagar,Kopargaon,Nevasa,19.55,75.1125,Shirasgaon,2015,473.2,12,4.61,Black,5,515,,281.33,0,2174.13,0
Ahmadnagar,Kopargaon,Nevasa,19.39583333,74.82083333,Sonai,2015,473.2,11,7.75,Black,5,515,,290.75,0,2183.55,0
