DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,YEAR_OBS,TOTAL_RAINFALL,RAINFALL,GRDWTR,SOIL_TYPE,Soil_Score,Elevation,Region_Score,Indexing1,catchment1,Indexing2,catchment2
Wardha,Sindi,Wardha,20.655,78.775,Madni (New),2000,822.932,20,3.725,Black,5,243,,142.675,0,3434.403,0
Wardha,Sindi Turf Hindnagar,Arvi,20.99972222,78.23333333,Arvi,2000,822.932,19,3.7875,Black,5,243,,142.8625,0,3434.5905,0
Wardha,Sindi Turf Hindnagar,Arvi,20.91666667,78.48333333,Kharangana,2000,822.932,14,5.5575,Black,5,243,,148.1725,0,3439.9005,0
Wardha,Sindi Turf Hindnagar,Arvi,20.9,78.28333333,Paragothan,2000,822.932,13,4.8625,Black,5,243,,146.0875,0,3437.8155,0
Wardha,Sindi Turf Hindnagar,Arvi,20.8,78.3625,Virul,2000,822.932,20,4.0525,Black,5,243,,143.6575,0,3435.3855,0
Wardha,Sindi Turf Hindnagar,Arvi,20.99722222,78.34583333,Wadhona,2000,822.932,11,6.17,Black,5,243,,150.01,0,3441.738,0
Wardha,Sindi Turf Hindnagar,Ashti,21.1,78.2,Talegaon,2000,822.932,18,4.6125,Black,5,243,,145.3375,0,3437.0655,0
Wardha,Wardha,Samudrapur,20.65,78.92916667,Ajda,2000,822.932,17,2.7075,Black,5,202,,119.1225,0,3410.8505,0
Wardha,Wardha,Samudrapur,20.63166667,79.05777778,Dhondgaon,2000,822.932,13,3.6025,Black,5,202,,121.8075,0,3413.5355,0
Wardha,Wardha,Samudrapur,20.65833333,79.11666667,Girad,2000,822.932,13,5.3325,Black,5,202,,126.9975,0,3418.7255,0
Wardha,Wardha,Samudrapur,20.7375,78.92555556,Khandali,2000,822.932,15,6.4775,Black,5,202,,130.4325,0,3422.1605,0
Wardha,Wardha,Samudrapur,20.51527778,78.98055556,Nandori,2000,822.932,12,3.1225,Black,5,202,,120.3675,0,3412.0955,0
Wardha,Wardha,Samudrapur,20.54611111,79.10638889,Sakhra,2000,822.932,10,4.0375,Black,5,202,,123.1125,0,3414.8405,0
Wardha,Wardha,Samudrapur,20.63888889,78.96388889,Samudrapur,2000,822.932,11,3.7375,Black,5,202,,122.2125,0,3413.9405,0
Wardha,Wardha,Samudrapur,20.51666667,79.04166667,Wasi,2000,822.932,11,3.405,Black,5,202,,121.215,0,3412.943,0
Wardha,Wardha,Wardha,20.85,78.51666667,Anji,2000,822.932,13,6.9,Black,5,202,,131.7,0,3423.428,0
Wardha,Wardha,Wardha,20.73333333,78.45,Dahegaon-1,2000,822.932,19,5.99,Black,5,202,,128.97,0,3420.698,0
Wardha,Wardha,Wardha,20.75444444,78.48527778,Dahegaon-2,2000,822.932,10,3.6575,Black,5,202,,121.9725,0,3413.7005,0
Wardha,Wardha,Wardha,20.75416667,78.39583333,Kurjhadi (Fort),2000,822.932,10,3.3025,Black,5,202,,120.9075,0,3412.6355,0
Wardha,Wardha,Wardha,20.71666667,78.56666667,Sawangi,2000,822.932,10,4.2525,Black,5,202,,123.7575,0,3415.4855,0
Wardha,Wardha,Wardha,20.61666667,78.71666667,Sonegaon,2000,822.932,20,4.6225,Black,5,202,,124.8675,0,3416.5955,0
Wardha,Wardha,Wardha,20.76388889,78.52361111,Tigaon,2000,822.932,11,3.6425,Black,5,202,,121.9275,0,3413.6555,0
Wardha,Wardha,Wardha,20.65833333,78.56666667,Vadad,2000,822.932,20,6.195,Black,5,202,,129.585,0,3421.313,0
Wardha,Wardha,Wardha,20.63194444,78.60972222,Vaygaon,2000,822.932,13,3.695,Black,5,202,,122.085,0,3413.813,0
